,movie_title,title_year,country,budget,director_first_name,director_last_name
452,Shutter Island ,2010,USA,80000000,Martin,Scorsese
453,Four Christmases ,2008,Germany,80000000,Seth,Gordon
454,Robots ,2005,USA,75000000,Chris,Wedge
455,Face/Off ,1997,USA,80000000,John,Woo
456,Bedtime Stories ,2008,USA,80000000,Adam,Shankman
457,Road to Perdition ,2002,USA,80000000,Sam,Mendes
458,Just Go with It ,2011,USA,80000000,Dennis,Dugan
460,Con Air ,1997,USA,75000000,Simon,West
461,Eagle Eye ,2008,USA,80000000,D.J.,Caruso
462,Cold Mountain ,2003,USA,79000000,Anthony,Minghella
463,The Book of Eli ,2010,USA,80000000,Albert,Hughes
464,Flubber ,1997,USA,80000000,Les,Mayfield
465,The Haunting ,1999,USA,80000000,Jan,de Bont
466,Space Jam ,1996,USA,80000000,Joe,Pytka
467,The Pink Panther ,2006,USA,65000000,Shawn,Levy
468,The Day the Earth Stood Still ,2008,USA,80000000,Scott,Derrickson
469,Conspiracy Theory ,1997,USA,75000000,Richard,Donner
470,Fury ,2014,USA,68000000,David,Ayer
471,Six Days Seven Nights ,1998,USA,70000000,Ivan,Reitman
472,Yogi Bear ,2010,USA,80000000,Eric,Brevig
473,Spirit: Stallion of the Cimarron ,2002,USA,80000000,Kelly,Asbury
474,Zookeeper ,2011,USA,80000000,Frank,Coraci
475,Lost in Space ,1998,USA,80000000,Stephen,Hopkins
476,The Manchurian Candidate ,2004,USA,80000000,Jonathan,Demme
478,Hotel Transylvania 2 ,2015,USA,80000000,Genndy,Tartakovsky
480,Fantasia 2000 ,1999,USA,80000000,James,Algar
481,The Time Machine ,2002,USA,80000000,Simon,Wells
482,Mighty Joe Young ,1998,USA,90000000,Ron,Underwood
483,Swordfish ,2001,USA,80000000,Dominic,Sena
484,The Legend of Zorro ,2005,USA,75000000,Martin,Campbell
485,What Dreams May Come ,1998,USA,85000000,Vincent,Ward
486,Little Nicky ,2000,USA,80000000,Steven,Brill
487,The Brothers Grimm ,2005,USA,88000000,Terry,Gilliam
488,Mars Attacks! ,1996,USA,70000000,Tim,Burton
491,Surrogates ,2009,USA,80000000,Jonathan,Mostow
492,Thirteen Days ,2000,USA,80000000,Roger,Donaldson
493,Daylight ,1996,USA,80000000,Rob,Cohen
494,Walking with Dinosaurs 3D ,2013,USA,80000000,Barry,Cook
495,Battlefield Earth ,2000,USA,44000000,Roger,Christian
496,Looney Tunes: Back in Action ,2003,Germany,80000000,Joe,Dante
497,Nine ,2009,USA,80000000,Rob,Marshall
498,Timeline ,2003,USA,80000000,Richard,Donner
499,The Postman ,1997,USA,80000000,Kevin,Costner
500,Babe: Pig in the City ,1998,Australia,80000000,George,Miller
501,The Last Witch Hunter ,2015,USA,90000000,Breck,Eisner
502,Red Planet ,2000,USA,70000000,Antony,Hoffman
503,Arthur and the Invisibles ,2006,France,86000000,Luc,Besson
504,Oceans ,2009,France,40000000,Jacques,Perrin
505,A Sound of Thunder ,2005,UK,52000000,Peter,Hyams
506,Pompeii ,2014,Canada,80000000,Paul,W.S. Anderson
508,A Beautiful Mind ,2001,USA,58000000,Ron,Howard
509,The Lion King ,1994,USA,45000000,Roger,Allers
510,Journey 2: The Mysterious Island ,2012,USA,79000000,Brad,Peyton
511,Cloudy with a Chance of Meatballs 2 ,2013,USA,78000000,Cody,Cameron
512,Red Dragon ,2002,Germany,78000000,Brett,Ratner
513,Hidalgo ,2004,USA,100000000,Joe,Johnston
514,Jack and Jill ,2011,USA,79000000,Dennis,Dugan
515,2 Fast 2 Furious ,2003,USA,76000000,John,Singleton
516,The Little Prince ,2015,France,81200000,Mark,Osborne
517,The Invasion ,2007,USA,80000000,Oliver,Hirschbiegel
518,The Adventures of Rocky & Bullwinkle ,2000,USA,76000000,Des,McAnuff
519,The Secret Life of Pets ,2016,Japan,75000000,Yarrow,Cheney
520,The League of Extraordinary Gentlemen ,2003,USA,78000000,Stephen,Norrington
521,Despicable Me 2 ,2013,USA,76000000,Pierre,Coffin
522,Independence Day ,1996,USA,75000000,Roland,Emmerich
523,The Lost World: Jurassic Park ,1997,USA,73000000,Steven,Spielberg
524,Madagascar ,2005,USA,75000000,Eric,Darnell
525,Children of Men ,2006,USA,76000000,Alfonso,Cuarón
526,X-Men ,2000,USA,75000000,Bryan,Singer
527,Wanted ,2008,USA,75000000,Timur,Bekmambetov
528,The Rock ,1996,USA,75000000,Michael,Bay
529,Ice Age: The Meltdown ,2006,USA,80000000,Carlos,Saldanha
530,50 First Dates ,2004,USA,75000000,Peter,Segal
531,Hairspray ,2007,USA,75000000,Adam,Shankman
532,Exorcist: The Beginning ,2004,USA,50000000,Renny,Harlin
533,Inspector Gadget ,1999,USA,75000000,David,Kellogg
534,Now You See Me ,2013,USA,75000000,Louis,Leterrier
535,Grown Ups ,2010,USA,80000000,Dennis,Dugan
536,The Terminal ,2004,USA,60000000,Steven,Spielberg
538,Hotel for Dogs ,2009,USA,35000000,Thor,Freudenthal
539,Vertical Limit ,2000,USA,75000000,Martin,Campbell
540,Charlie Wilson's War ,2007,USA,75000000,Mike,Nichols
541,Shark Tale ,2004,USA,75000000,Bibo,Bergeron
542,Dreamgirls ,2006,USA,70000000,Bill,Condon
544,Be Cool ,2005,USA,53000000,F.,Gary Gray
545,Munich ,2005,France,70000000,Steven,Spielberg
546,Tears of the Sun ,2003,USA,70000000,Antoine,Fuqua
547,Killers ,2010,USA,75000000,Robert,Luketic
548,The Man from U.N.C.L.E. ,2015,USA,75000000,Guy,Ritchie
549,Spanglish ,2004,USA,80000000,James,L. Brooks
550,Monster House ,2006,USA,75000000,Gil,Kenan
551,Bandits ,2001,USA,80000000,Barry,Levinson
552,First Knight ,1995,USA,55000000,Jerry,Zucker
553,Anna and the King ,1999,USA,75000000,Andy,Tennant
554,Immortals ,2011,USA,75000000,Tarsem,Singh
555,Hostage ,2005,USA,52000000,Florent-Emilio,Siri
556,Titan A.E. ,2000,USA,75000000,Don,Bluth
557,Hollywood Homicide ,2003,USA,75000000,Ron,Shelton
558,Soldier ,1998,UK,75000000,Paul,W.S. Anderson
560,Monkeybone ,2001,USA,75000000,Henry,Selick
561,Flight of the Phoenix ,2004,USA,45000000,John,Moore
562,Unbreakable ,2000,USA,75000000,M.,Night Shyamalan
563,Minions ,2015,USA,74000000,Kyle,Balda
564,Sucker Punch ,2011,USA,82000000,Zack,Snyder
565,Snake Eyes ,1998,USA,69000000,Brian,De Palma
566,Sphere ,1998,USA,75000000,Barry,Levinson
567,The Angry Birds Movie ,2016,USA,73000000,Clay,Kaytis
568,Fool's Gold ,2008,USA,70000000,Andy,Tennant
569,Funny People ,2009,USA,75000000,Judd,Apatow
570,The Kingdom ,2007,USA,70000000,Peter,Berg
571,Talladega Nights: The Ballad of Ricky Bobby ,2006,USA,73000000,Adam,McKay
572,Dr. Dolittle 2 ,2001,USA,72000000,Steve,Carr
573,Braveheart ,1995,USA,72000000,Mel,Gibson
574,Jarhead ,2005,Germany,70000000,Sam,Mendes
575,The Simpsons Movie ,2007,USA,75000000,David,Silverman
576,The Majestic ,2001,USA,72000000,Frank,Darabont
577,Driven ,2001,USA,72000000,Renny,Harlin
578,Two Brothers ,2004,France,59660000,Jean-Jacques,Annaud
579,The Village ,2004,USA,60000000,M.,Night Shyamalan
580,Doctor Dolittle ,1998,USA,71500000,Betty,Thomas
581,Signs ,2002,USA,72000000,M.,Night Shyamalan
582,Shrek 2 ,2004,USA,150000000,Andrew,Adamson
583,Cars ,2006,USA,120000000,John,Lasseter
584,Runaway Bride ,1999,USA,70000000,Garry,Marshall
585,xXx ,2002,USA,70000000,Rob,Cohen
586,The SpongeBob Movie: Sponge Out of Water ,2015,USA,74000000,Paul,Tibbitt
587,Ransom ,1996,USA,80000000,Ron,Howard
588,Inglourious Basterds ,2009,USA,75000000,Quentin,Tarantino
589,Hook ,1991,USA,70000000,Steven,Spielberg
590,Hercules ,2014,USA,100000000,Brett,Ratner
591,Die Hard 2 ,1990,USA,70000000,Renny,Harlin
592,S.W.A.T. ,2003,USA,80000000,Clark,Johnson
594,Vanilla Sky ,2001,USA,68000000,Cameron,Crowe
595,Lady in the Water ,2006,USA,70000000,M.,Night Shyamalan
596,AVP: Alien vs. Predator ,2004,USA,60000000,Paul,W.S. Anderson
597,Alvin and the Chipmunks: The Squeakquel ,2009,USA,75000000,Betty,Thomas
598,We Were Soldiers ,2002,USA,75000000,Randall,Wallace
599,Olympus Has Fallen ,2013,USA,70000000,Antoine,Fuqua
600,Star Trek: Insurrection ,1998,USA,58000000,Jonathan,Frakes
601,Battle Los Angeles ,2011,USA,70000000,Jonathan,Liebesman
602,Big Fish ,2003,USA,70000000,Tim,Burton
603,Wolf ,1994,USA,70000000,Mike,Nichols
604,War Horse ,2011,USA,66000000,Steven,Spielberg
605,The Monuments Men ,2014,USA,70000000,George,Clooney
606,The Abyss ,1989,USA,69500000,James,Cameron
607,Wall Street: Money Never Sleeps ,2010,USA,70000000,Oliver,Stone
608,Dracula Untold ,2014,USA,70000000,Gary,Shore
609,The Siege ,1998,USA,70000000,Edward,Zwick
610,Stardust ,2007,UK,70000000,Matthew,Vaughn
611,Seven Years in Tibet ,1997,USA,70000000,Jean-Jacques,Annaud
612,The Dilemma ,2011,USA,70000000,Ron,Howard
613,Bad Company ,2002,USA,70000000,Joel,Schumacher
614,Doom ,2005,UK,60000000,Andrzej,Bartkowiak
615,I Spy ,2002,USA,70000000,Betty,Thomas
616,Underworld: Awakening ,2012,USA,70000000,Måns,Mårlind
617,Rock of Ages ,2012,USA,75000000,Adam,Shankman
618,Hart's War ,2002,USA,60000000,Gregory,Hoblit
619,Killer Elite ,2011,UK,35000000,Gary,McKendry
620,Rollerball ,2002,USA,70000000,John,McTiernan
621,Ballistic: Ecks vs. Sever ,2002,USA,70000000,Wych,Kaosayananda
622,Hard Rain ,1998,USA,70000000,Mikael,Salomon
623,Osmosis Jones ,2001,USA,70000000,Bobby,Farrelly
625,Blackhat ,2015,USA,70000000,Michael,Mann
626,Sky Captain and the World of Tomorrow ,2004,USA,70000000,Kerry,Conran
627,Basic Instinct 2 ,2006,UK,70000000,Michael,Caton-Jones
628,Escape Plan ,2013,USA,50000000,Mikael,Håfström
629,The Legend of Hercules ,2014,USA,70000000,Renny,Harlin
630,The Sum of All Fears ,2002,USA,68000000,Phil,Alden Robinson
631,The Twilight Saga: Eclipse ,2010,USA,68000000,David,Slade
632,The Score ,2001,USA,68000000,Frank,Oz
633,Despicable Me ,2010,USA,69000000,Pierre,Coffin
634,Money Train ,1995,USA,68000000,Joseph,Ruben
635,Ted 2 ,2015,USA,68000000,Seth,MacFarlane
636,Agora ,2009,Spain,70000000,Alejandro,Amenábar
637,Mystery Men ,1999,USA,65000000,Kinka,Usher
638,Hall Pass ,2011,USA,36000000,Bobby,Farrelly
639,The Insider ,1999,USA,68000000,Michael,Mann
641,Body of Lies ,2008,USA,70000000,Ridley,Scott
643,Abraham Lincoln: Vampire Hunter ,2012,USA,69000000,Timur,Bekmambetov
644,Entrapment ,1999,USA,66000000,Jon,Amiel
646,The X Files ,1998,USA,66000000,Rob,Bowman
647,The Last Legion ,2007,UK,35000000,Doug,Lefler
648,Saving Private Ryan ,1998,USA,70000000,Steven,Spielberg
649,Need for Speed ,2014,USA,66000000,Scott,Waugh
650,What Women Want ,2000,USA,70000000,Nancy,Meyers
651,Ice Age ,2002,USA,59000000,Chris,Wedge
652,Dreamcatcher ,2003,USA,68000000,Lawrence,Kasdan
653,Lincoln ,2012,USA,65000000,Steven,Spielberg
654,The Matrix ,1999,USA,63000000,Lana,Wachowski
655,Apollo 13 ,1995,USA,62000000,Ron,Howard
656,Total Recall ,1990,USA,65000000,Paul,Verhoeven
657,The Santa Clause 2 ,2002,USA,60000000,Michael,Lembeck
658,Les Misérables ,2012,USA,61000000,Tom,Hooper
659,You've Got Mail ,1998,USA,65000000,Nora,Ephron
660,Step Brothers ,2008,USA,65000000,Adam,McKay
661,The Mask of Zorro ,1998,USA,65000000,Martin,Campbell
662,Due Date ,2010,USA,65000000,Todd,Phillips
663,Unbroken ,2014,USA,65000000,Angelina,Jolie Pitt
664,Space Cowboys ,2000,USA,65000000,Clint,Eastwood
665,Cliffhanger ,1993,USA,70000000,Renny,Harlin
666,Broken Arrow ,1996,USA,50000000,John,Woo
667,The Kid ,2000,USA,60000000,Jon,Turteltaub
668,World Trade Center ,2006,USA,63000000,Oliver,Stone
669,Mona Lisa Smile ,2003,USA,65000000,Mike,Newell
670,The Dictator ,2012,USA,65000000,Larry,Charles
671,Eyes Wide Shut ,1999,UK,65000000,Stanley,Kubrick
672,Annie ,2014,USA,65000000,Will,Gluck
673,Focus ,2015,USA,50100000,Glenn,Ficarra
674,This Means War ,2012,USA,65000000,McG,
675,Blade: Trinity ,2004,USA,65000000,David,S. Goyer
677,Primary Colors ,1998,France,65000000,Mike,Nichols
678,Resident Evil: Retribution ,2012,Germany,65000000,Paul,W.S. Anderson
679,Death Race ,2008,USA,45000000,Paul,W.S. Anderson
680,The Long Kiss Goodnight ,1996,USA,65000000,Renny,Harlin
681,Proof of Life ,2000,USA,65000000,Taylor,Hackford
682,Zathura: A Space Adventure ,2005,USA,65000000,Jon,Favreau
683,Fight Club ,1999,USA,63000000,David,Fincher
684,We Are Marshall ,2006,USA,65000000,McG,
686,Hudson Hawk ,1991,USA,70000000,Michael,Lehmann
687,Lucky Numbers ,2000,France,65000000,Nora,Ephron
688,"I, Frankenstein ",2014,Australia,65000000,Stuart,Beattie
689,Oliver Twist ,2005,UK,50000000,Roman,Polanski
690,Elektra ,2005,Canada,43000000,Rob,Bowman
691,Sin City: A Dame to Kill For ,2014,USA,65000000,Frank,Miller
692,Random Hearts ,1999,USA,64000000,Sydney,Pollack
693,Everest ,2015,UK,55000000,Baltasar,Kormákur
694,Perfume: The Story of a Murderer ,2006,Germany,50000000,Tom,Tykwer
695,Austin Powers in Goldmember ,2002,USA,63000000,Jay,Roach
696,Astro Boy ,2009,Hong Kong,65000000,David,Bowers
697,Jurassic Park ,1993,USA,63000000,Steven,Spielberg
698,Wyatt Earp ,1994,USA,63000000,Lawrence,Kasdan
699,Clear and Present Danger ,1994,USA,62000000,Phillip,Noyce
700,Dragon Blade ,2015,China,65000000,Daniel,Lee
701,Littleman ,2006,USA,64000000,Keenen,Ivory Wayans
702,U-571 ,2000,France,62000000,Jonathan,Mostow
703,The American President ,1995,USA,62000000,Rob,Reiner
704,The Love Guru ,2008,USA,62000000,Marco,Schnabel
705,3000 Miles to Graceland ,2001,USA,42000000,Demian,Lichtenstein
706,The Hateful Eight ,2015,USA,44000000,Quentin,Tarantino
707,Blades of Glory ,2007,USA,61000000,Josh,Gordon
708,Hop ,2011,USA,63000000,Tim,Hill
709,300 ,2006,USA,65000000,Zack,Snyder
710,Meet the Fockers ,2004,USA,80000000,Jay,Roach
711,Marley & Me ,2008,USA,60000000,David,Frankel
712,The Green Mile ,1999,USA,60000000,Frank,Darabont
714,Chicken Little ,2005,USA,150000000,Mark,Dindal
715,Gone Girl ,2014,USA,61000000,David,Fincher
716,The Bourne Identity ,2002,USA,60000000,Doug,Liman
717,GoldenEye ,1995,UK,58000000,Martin,Campbell
718,The General's Daughter ,1999,USA,95000000,Simon,West
719,The Truman Show ,1998,USA,60000000,Peter,Weir
720,The Prince of Egypt ,1998,USA,70000000,Brenda,Chapman
721,Daddy Day Care ,2003,USA,60000000,Steve,Carr
722,2 Guns ,2013,USA,61000000,Baltasar,Kormákur
723,Cats & Dogs ,2001,USA,60000000,Lawrence,Guterman
724,The Italian Job ,2003,USA,60000000,F.,Gary Gray
725,Two Weeks Notice ,2002,USA,60000000,Marc,Lawrence
726,Antz ,1998,USA,105000000,Eric,Darnell
727,Couples Retreat ,2009,USA,60000000,Peter,Billingsley
728,Days of Thunder ,1990,USA,60000000,Tony,Scott
729,Cheaper by the Dozen 2 ,2005,USA,60000000,Adam,Shankman
730,The Scorch Trials ,2015,USA,61000000,Wes,Ball
731,Eat Pray Love ,2010,USA,60000000,Ryan,Murphy
732,The Family Man ,2000,USA,60000000,Brett,Ratner
733,RED ,2010,USA,58000000,Robert,Schwentke
734,Any Given Sunday ,1999,USA,55000000,Oliver,Stone
735,The Horse Whisperer ,1998,USA,60000000,Robert,Redford
736,Collateral ,2004,USA,65000000,Michael,Mann
737,The Scorpion King ,2002,USA,60000000,Chuck,Russell
738,Ladder 49 ,2004,USA,55000000,Jay,Russell
739,Jack Reacher ,2012,USA,60000000,Christopher,McQuarrie
740,Deep Blue Sea ,1999,USA,60000000,Renny,Harlin
741,This Is It ,2009,USA,60000000,Kenny,Ortega
742,Contagion ,2011,USA,60000000,Steven,Soderbergh
743,Kangaroo Jack ,2003,USA,60000000,David,McNally
744,Coraline ,2009,USA,60000000,Henry,Selick
745,The Happening ,2008,USA,48000000,M.,Night Shyamalan
746,Man on Fire ,2004,USA,70000000,Tony,Scott
747,The Shaggy Dog ,2006,USA,50000000,Brian,Robbins
748,Starsky & Hutch ,2004,USA,60000000,Todd,Phillips
749,Jingle All the Way ,1996,USA,60000000,Brian,Levant
750,Hellboy ,2004,USA,66000000,Guillermo,del Toro
751,A Civil Action ,1998,USA,60000000,Steven,Zaillian
752,ParaNorman ,2012,USA,60000000,Chris,Butler
753,The Jackal ,1997,USA,60000000,Michael,Caton-Jones
754,Paycheck ,2003,USA,60000000,John,Woo
755,Up Close & Personal ,1996,USA,60000000,Jon,Avnet
756,The Tale of Despereaux ,2008,UK,60000000,Sam,Fell
758,The Tuxedo ,2002,USA,60000000,Kevin,Donovan
759,Under Siege 2: Dark Territory ,1995,USA,60000000,Geoff,Murphy
760,Jack Ryan: Shadow Recruit ,2014,USA,60000000,Kenneth,Branagh
761,Joy ,2015,USA,60000000,David,O. Russell
762,London Has Fallen ,2016,UK,60000000,Babak,Najafi
763,Alien: Resurrection ,1997,USA,75000000,Jean-Pierre,Jeunet
764,Shooter ,2007,USA,61000000,Antoine,Fuqua
765,The Boxtrolls ,2014,USA,60000000,Graham,Annable
766,Practical Magic ,1998,USA,48000000,Griffin,Dunne
767,The Lego Movie ,2014,Australia,60000000,Phil,Lord
768,Miss Congeniality 2: Armed and Fabulous ,2005,USA,45000000,John,Pasquin
769,Reign of Fire ,2002,USA,60000000,Rob,Bowman
770,Gangster Squad ,2013,USA,60000000,Ruben,Fleischer
771,Year One ,2009,USA,60000000,Harold,Ramis
772,Invictus ,2009,USA,60000000,Clint,Eastwood
774,Duplicity ,2009,USA,60000000,Tony,Gilroy
775,My Favorite Martian ,1999,USA,65000000,Donald,Petrie
776,The Sentinel ,2006,USA,60000000,Clark,Johnson
777,Planet 51 ,2009,Spain,70000000,Jorge,Blanco
778,Star Trek: Nemesis ,2002,USA,60000000,Stuart,Baird
779,Intolerable Cruelty ,2003,USA,60000000,Joel,Coen
781,Edge of Darkness ,2010,UK,80000000,Martin,Campbell
782,The Relic ,1997,UK,40000000,Peter,Hyams
783,Analyze That ,2002,USA,60000000,Harold,Ramis
784,Righteous Kill ,2008,USA,60000000,Jon,Avnet
785,Mercury Rising ,1998,USA,60000000,Harold,Becker
786,The Soloist ,2009,UK,60000000,Joe,Wright
787,The Legend of Bagger Vance ,2000,USA,60000000,Robert,Redford
788,Almost Famous ,2000,USA,60000000,Cameron,Crowe
790,xXx: State of the Union ,2005,USA,87000000,Lee,Tamahori
791,Priest ,2011,USA,60000000,Scott,Stewart
792,Sinbad: Legend of the Seven Seas ,2003,USA,60000000,Patrick,Gilmore
793,Event Horizon ,1997,UK,60000000,Paul,W.S. Anderson
794,The Avengers ,2012,USA,220000000,Joss,Whedon
795,Dragonfly ,2002,USA,60000000,Tom,Shadyac
796,The Black Dahlia ,2006,Germany,50000000,Brian,De Palma
797,Flyboys ,2006,UK,60000000,Tony,Bill
798,The Last Castle ,2001,USA,60000000,Rod,Lurie
799,Supernova ,2000,USA,65000000,Walter,Hill
800,Winter's Tale ,2014,USA,60000000,Akiva,Goldsman
801,The Mortal Instruments: City of Bones ,2013,USA,60000000,Harald,Zwart
802,Meet Dave ,2008,USA,60000000,Brian,Robbins
803,Dark Water ,2005,USA,30000000,Walter,Salles
804,Edtv ,1999,USA,55000000,Ron,Howard
805,Inkheart ,2008,Germany,60000000,Iain,Softley
806,The Spirit ,2008,USA,60000000,Frank,Miller
807,Mortdecai ,2015,UK,60000000,David,Koepp
808,In the Name of the King: A Dungeon Siege Tale ,2007,Germany,60000000,Uwe,Boll
809,Beyond Borders ,2003,USA,35000000,Martin,Campbell
811,The Great Raid ,2005,USA,80000000,John,Dahl
812,Deadpool ,2016,USA,58000000,Tim,Miller
813,Holy Man ,1998,USA,60000000,Stephen,Herek
814,American Sniper ,2014,USA,58800000,Clint,Eastwood
815,Goosebumps ,2015,USA,58000000,Rob,Letterman
817,Just Like Heaven ,2005,USA,58000000,Mark,Waters
818,The Flintstones in Viva Rock Vegas ,2000,USA,60000000,Brian,Levant
819,Rambo III ,1988,USA,63000000,Peter,MacDonald
820,Leatherheads ,2008,USA,58000000,George,Clooney
822,Did You Hear About the Morgans? ,2009,USA,58000000,Marc,Lawrence
823,The Internship ,2013,USA,58000000,Shawn,Levy
824,Resident Evil: Afterlife ,2010,Germany,60000000,Paul,W.S. Anderson
825,Red Tails ,2012,USA,58000000,Anthony,Hemingway
827,The Devil's Advocate ,1997,USA,57000000,Taylor,Hackford
828,That's My Boy ,2012,USA,70000000,Sean,Anders
829,DragonHeart ,1996,USA,57000000,Rob,Cohen
830,After the Sunset ,2004,USA,58000000,Brett,Ratner
831,Ghost Rider: Spirit of Vengeance ,2011,USA,57000000,Mark,Neveldine
832,Captain Corelli's Mandolin ,2001,UK,57000000,John,Madden
834,The Pacifier ,2005,Canada,56000000,Adam,Shankman
835,Walking Tall ,2004,USA,56000000,Kevin,Bray
836,Forrest Gump ,1994,USA,55000000,Robert,Zemeckis
837,Alvin and the Chipmunks ,2007,USA,60000000,Tim,Hill
838,Meet the Parents ,2000,USA,55000000,Jay,Roach
839,Pocahontas ,1995,USA,55000000,Mike,Gabriel
840,Superman ,1978,USA,55000000,Richard,Donner
841,The Nutty Professor ,1996,USA,54000000,Tom,Shadyac
842,Hitch ,2005,USA,70000000,Andy,Tennant
843,George of the Jungle ,1997,USA,55000000,Sam,Weisman
844,American Wedding ,2003,USA,55000000,Jesse,Dylan
845,Captain Phillips ,2013,USA,55000000,Paul,Greengrass
846,Date Night ,2010,USA,55000000,Shawn,Levy
847,Casper ,1995,USA,50000000,Brad,Silberling
848,The Equalizer ,2014,USA,55000000,Antoine,Fuqua
849,Maid in Manhattan ,2002,USA,55000000,Wayne,Wang
850,Crimson Tide ,1995,USA,53000000,Tony,Scott
851,The Pursuit of Happyness ,2006,USA,55000000,Gabriele,Muccino
852,Flightplan ,2005,USA,55000000,Robert,Schwentke
853,Disclosure ,1994,USA,55000000,Barry,Levinson
854,City of Angels ,1998,Germany,55000000,Brad,Silberling
855,Kill Bill: Vol. 1 ,2003,USA,30000000,Quentin,Tarantino
